id,name,city,country_code,state_province,latitude,longitude,ports,power_kw,power_class,is_fast_dc,readiness_category
270791,SPKLU UID Jawa Barat,Bandung,ID,Jawa Barat,-6.920993,107.608436,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270790,Hyundai Cilegon,Cilegon,ID,Banten,-6.034559,106.083914,1,7.0,AC_L1_(<7.5kW),False,Lagging
270789,Hyundai Cihampelas,Bandung,ID,Jawa Barat,-6.90665,107.604649,1,7.0,AC_L1_(<7.5kW),False,Lagging
270788,SPKLU ULP Lembang,Bandung,ID,Jawa Barat,-6.818327,107.622015,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270787,SPKLU ULP Kopo,Bandung,ID,Jawa Barat,-6.933878,107.571433,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270786,SPKLU ULP Bandung Utara,Bandung,ID,Jawa Barat,-6.879072,107.597316,2,60.0,DC_FAST_(50-149kW),True,Lagging
270785,SPKLU ULP Bandung Barat,Bandung,ID,Jawa Barat,-6.908651,107.578975,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270784,Hyundai Pasteur,Bandung,ID,Jawa Barat,-6.892705,107.581978,1,7.0,AC_L1_(<7.5kW),False,Lagging
270783,SPKLU ULP Cimahi Selatan,Cimahi,ID,Jawa Barat,-6.898616,107.554145,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270782,SPKLU ULP Prima Cibabat,Cimahi,ID,Jawa Barat,-6.875762,107.544861,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270781,SPKLU UP3 Cimahi,Cimahi,ID,Jawa Barat,-6.870858,107.536438,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270780,SPKLU UP3 Banten Utara,Serang,ID,Banten,-6.11582,106.153016,1,7.0,AC_L1_(<7.5kW),False,Lagging
270779,SPKLU ULP Cililin,Bandung,ID,Jawa Barat,-6.947925,107.467046,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270778,Hyundai Serang,Serang,ID,Banten,-6.150408,106.158768,1,7.0,AC_L1_(<7.5kW),False,Lagging
270777,Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Serang,ID,Banten,-6.173695,106.156542,2,60.0,DC_FAST_(50-149kW),True,Lagging
270776,SPKLU ULP Padalarang,Bandung,ID,Jawa Barat,-6.838797,107.487533,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270775,SPKLU ULP Cikampek,Karawang,ID,Jawa Barat,-6.41192,107.46432,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270773,SPKLU UP3 Purwakarta,Purwakarta,ID,Jawa Barat,-6.554622,107.445731,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270772,Rest Area 88A Cipularang,Purwakarta,ID,Jawa Barat,-6.602105,107.427436,2,200.0,DC_ULTRA_(>=150kW),True,Lagging
270771,Rest Area 88B Cipularang,Purwakarta,ID,Jawa Barat,-6.603489,107.424007,2,200.0,DC_ULTRA_(>=150kW),True,Lagging
270770,SPKLU ULP Rajamandala,Bandung,ID,Jawa Barat,-6.833166,107.346814,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270769,Rest Area 62B Cikampek,Karawang,ID,Jawa Barat,-6.389034,107.394731,2,200.0,DC_ULTRA_(>=150kW),True,Lagging
270768,SPKLU ULP Cikande,Serang,ID,Banten,-6.17503,106.337456,1,200.0,DC_ULTRA_(>=150kW),True,Lagging
270766,Rest Area KM 57A Cikampek,Karawang,ID,Jawa Barat,-6.368106,107.360366,2,200.0,DC_ULTRA_(>=150kW),True,Lagging
270764,SPKLU UP3 Karawang,Karawang,ID,Jawa Barat,-6.305672,107.292169,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270763,SPKLU ULP Karawang Kota,Karawang,ID,Jawa Barat,-6.307703,107.292722,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270762,Hyundai Karawang,Karawang,ID,Jawa Barat,-6.328759,107.2923,1,7.0,AC_L1_(<7.5kW),False,Lagging
270760,Perumahan Grand Taruma,Karawang,ID,Jawa Barat,-6.305614,107.278223,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270759,SPKLU ULP Ciranjang,Cianjur,ID,Jawa Barat,-6.813587,107.251648,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270758,SPKLU ULP Pelabuhan Ratu,Sukabumi,ID,Jawa Barat,-6.987018,106.555637,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270757,Terrace 8 Suvarna Sutera,Tangerang,ID,Banten,-6.180007,106.494747,1,7.0,AC_L1_(<7.5kW),False,Lagging
270756,SPKLU ULP Lemahabang,Bekasi,ID,Jawa Barat,-6.283463,107.168344,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270755,SPKLU UP3 Cikupa,Tangerang,ID,Banten,-6.22404,106.503517,1,7.0,AC_L1_(<7.5kW),False,Lagging
270754,Hyundai Cianjur,Cianjur,ID,Jawa Barat,-6.809769,107.150528,1,7.0,AC_L1_(<7.5kW),False,Lagging
270753,Aeropolis Apartment,Tangerang,ID,Banten,-6.143971,106.631309,2,25.0,AC_HIGH_(22-49kW),False,Lagging
270752,Hyundai Sukabumi,Sukabumi,ID,Jawa Barat,-6.956053,106.909223,1,7.0,AC_L1_(<7.5kW),False,Lagging
270751,SPKLU UP3 Cianjur,Cianjur,ID,Jawa Barat,-6.813695,107.137113,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270750,SPKLU ULP Tanjung Priok,Jakarta Utara,ID,Jakarta,-6.121315,106.893029,1,7.0,AC_L1_(<7.5kW),False,Lagging
270749,Hyundai Cikarang,Bekasi,ID,Jawa Barat,-6.290761,107.150956,1,7.0,AC_L1_(<7.5kW),False,Lagging
270748,Hyundai Pluit,Jakarta Utara,ID,Jakarta,-6.117983,106.789026,1,7.0,AC_L1_(<7.5kW),False,Lagging
270747,SPKLU ULP Cibitung,Bekasi,ID,Jawa Barat,-6.266786,107.130734,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270746,Indomobil Nissan Datsun Kapuk,Jakarta Utara,ID,Jakarta,-6.124932,106.754965,2,25.0,AC_HIGH_(22-49kW),False,Lagging
270745,Kantor Pemda Cianjur,Cianjur,ID,Jawa Barat,-6.82289,107.138634,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270744,SPKLU ULP Cikembar,Sukabumi,ID,Jawa Barat,-6.951273,106.769466,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270743,Hyundai Sunter,Jakarta Utara,ID,Jakarta,-6.131189,106.855485,1,7.0,AC_L1_(<7.5kW),False,Lagging
270742,SPKLU UP3 Cikarang,Bekasi,ID,Jawa Barat,-6.365491,107.179709,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270741,SPKLU ULP Sukaraja,Sukabumi,ID,Jawa Barat,-6.917563,106.965159,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270740,SPKLU UP3 Bandengan,Jakarta Utara,ID,Jakarta,-6.136486,106.79711,2,60.0,DC_FAST_(50-149kW),True,Lagging
270739,KFC Artha Gading,Jakarta Utara,ID,Jakarta,-6.147187,106.897355,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270738,Mall Ciputra Tangerang,Tangerang,ID,Banten,-6.261069,106.524949,2,60.0,DC_FAST_(50-149kW),True,Lagging
270737,SPKLU UP3 Sukabumi,Sukabumi,ID,Jawa Barat,-6.913307,106.932655,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270736,Hyundai Kelapa Gading,Jakarta Utara,ID,Jakarta,-6.154215,106.893868,1,7.0,AC_L1_(<7.5kW),False,Lagging
270735,Aeon Mall Jakarta Garden City,Jakarta Timur,ID,Jakarta,-6.172188,106.952221,2,60.0,DC_FAST_(50-149kW),True,Lagging
270734,SPKLU ULP Sukabumi,Sukabumi,ID,Jawa Barat,-6.920331,106.932103,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270733,SPKLU UID Banten,Tangerang,ID,Banten,-6.18446,106.642859,2,50.0,DC_FAST_(50-149kW),True,Lagging
270732,Tangcity Mall,Tangerang,ID,Banten,-6.193933,106.6341,2,25.0,AC_HIGH_(22-49kW),False,Lagging
270731,SPKLU ULP Tambun,Bekasi,ID,Jawa Barat,-6.24693,107.062834,1,22.0,AC_HIGH_(22-49kW),False,Lagging
270730,Pool Damri Kemayoran,Jakarta Pusat,ID,Jakarta,-6.159659,106.848529,1,180.0,DC_ULTRA_(>=150kW),True,Lagging
270729,SPKLU ULP Cikarang Kota,Bekasi,ID,Jawa Barat,-6.328937,107.126688,2,22.0,AC_HIGH_(22-49kW),False,Lagging
270728,Hyundai Sawah Besar,Jakarta Pusat,ID,Jakarta,-6.160122,106.822854,1,7.0,AC_L1_(<7.5kW),False,Lagging
270727,Hyundai Pegangsaan,Jakarta Utara,ID,Jakarta,-6.174608,106.913916,1,7.0,AC_L1_(<7.5kW),False,Lagging
270726,SPKLU ULP Medan Satria,Bekasi,ID,Jawa Barat,-6.198201,106.974636,2,22.0,AC_HIGH_(22-49kW),False,Lagging
267690,BTN Tower,Jakarta Pusat,ID,Jakarta,-6.167216,106.819918,2,25.0,AC_HIGH_(22-49kW),False,Lagging
267689,Asuransi Ramayana Claim Center,Jakarta Pusat,ID,Jakarta,-6.169244,106.81893,2,25.0,AC_HIGH_(22-49kW),False,Lagging
267688,Hyundai Summarecon Bekasi,Bekasi,ID,Jawa Barat,-6.22584,107.003437,1,7.0,AC_L1_(<7.5kW),False,Lagging
267687,Hyundai Kebon Jeruk,Jakarta Barat,ID,Jakarta,-6.17409,106.765294,1,7.0,AC_L1_(<7.5kW),False,Lagging
267686,SPKLU UP3 Cempaka Putih,Jakarta Pusat,ID,Jakarta,-6.181388,106.875331,2,60.0,DC_FAST_(50-149kW),True,Lagging
267685,SPKLU UID Jakarta Raya,Jakarta Pusat,ID,Jakarta,-6.180358,106.833227,2,87.5,DC_FAST_(50-149kW),True,Lagging
267684,Kantor Kementrian BUMN,Jakarta Pusat,ID,Jakarta,-6.181561,106.825534,2,50.0,DC_FAST_(50-149kW),True,Lagging
267683,SPKLU ULP Cibadak,Sukabumi,ID,Jawa Barat,-6.896424,106.81931,2,22.0,AC_HIGH_(22-49kW),False,Lagging
267682,Hyundai Lippo Mall Puri,Jakarta Barat,ID,Jakarta,-6.187712,106.738645,1,7.0,AC_L1_(<7.5kW),False,Lagging
267681,SPKLU ULP Bekasi Kota,Bekasi,ID,Jawa Barat,-6.239111,106.993487,2,22.0,AC_HIGH_(22-49kW),False,Lagging
267680,Hyundai Pramuka,Jakarta Pusat,ID,Jakarta,-6.192018,106.866794,1,7.0,AC_L1_(<7.5kW),False,Lagging
267679,SPKLU UP3 Bekasi,Bekasi,ID,Jawa Barat,-6.252794,107.010436,2,30.0,AC_HIGH_(22-49kW),False,Lagging
267678,Hyundai Summarecon Serpong,Tangerang,ID,Banten,-6.240494,106.628649,1,7.0,AC_L1_(<7.5kW),False,Lagging
267677,Rest Area KM 13A Pinang,Tangerang,ID,Banten,-6.214338,106.682399,1,60.0,DC_FAST_(50-149kW),True,Lagging
267676,Hyundai Serpong,Tangerang Selatan,ID,Banten,-6.232799,106.642869,1,7.0,AC_L1_(<7.5kW),False,Lagging
267675,KFC Jalan Panjang,Jakarta Barat,ID,Jakarta,-6.201174,106.769551,2,22.0,AC_HIGH_(22-49kW),False,Lagging
267674,SPKLU ULP Bantar Gebang,Bekasi,ID,Jawa Barat,-6.2672,107.01677,2,22.0,AC_HIGH_(22-49kW),False,Lagging
267673,Graha BNI,Jakarta Pusat,ID,Jakarta,-6.203433,106.821275,2,25.0,AC_HIGH_(22-49kW),False,Lagging
267672,Menara BNI,Jakarta Pusat,ID,Jakarta,-6.203735,106.803036,2,25.0,AC_HIGH_(22-49kW),False,Lagging
267671,Hyundai Joglo,Jakarta Barat,ID,Jakarta,-6.220748,106.737495,1,7.0,AC_L1_(<7.5kW),False,Lagging
267670,SPKLU UP3 Jatinegara,Jakarta Timur,ID,Jakarta,-6.221296,106.868531,2,7.0,AC_L1_(<7.5kW),False,Lagging
267669,Brilian Center,Jakarta Pusat,ID,Jakarta,-6.216435,106.814139,2,25.0,AC_HIGH_(22-49kW),False,Lagging
267668,Plaza Mandiri,Jakarta Selatan,ID,Jakarta,-6.224947,106.814519,2,25.0,AC_HIGH_(22-49kW),False,Lagging
267667,Hyundai Kalimalang,Jakarta Timur,ID,Jakarta,-6.247918,106.928899,1,7.0,AC_L1_(<7.5kW),False,Lagging
267666,Kantor Dinas Ketenagalistrikan ESDM,Jakarta Selatan,ID,Jakarta,-6.226042,106.833478,2,30.0,AC_HIGH_(22-49kW),False,Lagging
267665,SPKLU ULP Mustika Jaya,Bekasi,ID,Jawa Barat,-6.320276,107.033514,1,22.0,AC_HIGH_(22-49kW),False,Lagging
267664,SPKLU UP3 Kebon Jeruk,Tangerang,ID,Banten,-6.234286,106.738261,2,60.0,DC_FAST_(50-149kW),True,Lagging
267663,Summitmas Tower 1,Jakarta Selatan,ID,Jakarta,-6.22671,106.803706,2,50.0,DC_FAST_(50-149kW),True,Lagging
267662,SPKLU ULP Jasinga,Bogor,ID,Jawa Barat,-6.520242,106.498482,2,22.0,AC_HIGH_(22-49kW),False,Lagging
267661,Hyundai DI Panjaitan,Jakarta Timur,ID,Jakarta,-6.235475,106.878093,1,7.0,AC_L1_(<7.5kW),False,Lagging
267660,Hyundai Simprug,Jakarta Selatan,ID,Jakarta,-6.232137,106.788039,1,7.0,AC_L1_(<7.5kW),False,Lagging
267659,Rest Area 6B Cikampek,Bekasi,ID,Jawa Barat,-6.25883,106.928302,2,25.0,AC_HIGH_(22-49kW),False,Lagging
265432,Hyundai Narogong,Bekasi,ID,Jawa Barat,-6.291567,106.984655,1,7.0,AC_L1_(<7.5kW),False,Lagging
265431,SPKLU ULP Cipanas,Cianjur,ID,Jawa Barat,-6.73474,107.04168,1,22.0,AC_HIGH_(22-49kW),False,Lagging
265430,Wisma Indomobil,Jakarta Timur,ID,Jakarta,-6.242466,106.863619,1,25.0,AC_HIGH_(22-49kW),False,Lagging
265429,SPKLU UP3 Bulungan,Jakarta Selatan,ID,Jakarta,-6.239521,106.798041,2,60.0,DC_FAST_(50-149kW),True,Lagging
265428,Shell Pluit,Jakarta Utara,ID,Jakarta,-6.1257,106.798439,1,50.0,DC_FAST_(50-149kW),True,Lagging
265427,Shell Pacific Place,Jakarta Selatan,ID,Jakarta,-6.224868,106.808052,3,11.0,AC_L2_(7.5-21kW),False,Lagging
265426,Rest Area KM 21B Jagorawi,Bogor,ID,Jawa Barat,-6.43465,106.893591,2,50.0,DC_FAST_(50-149kW),True,Lagging
265425,SPKLU,Jakarta Selatan,ID,Jakarta,-6.240621,106.803348,1,200.0,DC_ULTRA_(>=150kW),True,Lagging
265424,Hyundai BSD City,Tangerang,ID,Banten,-6.288346,106.64628,1,7.0,AC_L1_(<7.5kW),False,Lagging
265423,Hyundai Pancoran,Jakarta Selatan,ID,Jakarta,-6.24568,106.843288,1,7.0,AC_L1_(<7.5kW),False,Lagging
260804,L'Avenue Apartment,Jakarta Selatan,ID,Jakarta,-6.248308,106.843074,1,50.0,DC_FAST_(50-149kW),True,Lagging
260803,Hyundai Bintaro,Tangerang,ID,Banten,-6.273019,106.698535,1,7.0,AC_L1_(<7.5kW),False,Lagging
260802,Aeon Mall BSD,Tangerang,ID,Banten,-6.305325,106.643515,1,25.0,AC_HIGH_(22-49kW),False,Lagging
260801,SPKLU UP3 Lenteng Agung,Jakarta Selatan,ID,Jakarta,-6.254105,106.83567,1,7.0,AC_L1_(<7.5kW),False,Lagging
260800,SPKLU Puslitbang,Jakarta Selatan,ID,Jakarta,-6.254992,106.833279,1,50.0,DC_FAST_(50-149kW),True,Lagging
260799,Hyundai Pondok Gede,Bekasi,ID,Jawa Barat,-6.283663,106.927978,1,7.0,AC_L1_(<7.5kW),False,Lagging
260798,Hyundai Mampang,Jakarta Selatan,ID,Jakarta,-6.26424,106.830759,1,7.0,AC_L1_(<7.5kW),False,Lagging
260797,Hyundai Lippo Plaza Kramat Jati,Jakarta Selatan,ID,Jakarta,-6.271002,106.868093,1,7.0,AC_L1_(<7.5kW),False,Lagging
260796,SPKLU ULP Cimacan,Cianjur,ID,Jawa Barat,-6.713831,107.022665,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260795,SPKLU ULP Cicurug,Sukabumi,ID,Jawa Barat,-6.799674,106.775422,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260794,SPKLU ULP Jonggol,Bogor,ID,Jawa Barat,-6.462196,107.059234,1,7.0,AC_L1_(<7.5kW),False,Lagging
260793,Hyundai Fatmawati,Jakarta Selatan,ID,Jakarta,-6.283868,106.795732,1,7.0,AC_L1_(<7.5kW),False,Lagging
260792,Taman Mini Indonesia Indah,Jakarta Timur,ID,Jakarta,-6.302446,106.895156,1,60.0,DC_FAST_(50-149kW),True,Lagging
260791,Hyundai Ciputat,Tangerang Selatan,ID,Banten,-6.295898,106.765136,1,7.0,AC_L1_(<7.5kW),False,Lagging
260790,Kantor Pos Fatmawati,Jakarta Selatan,ID,Jakarta,-6.294529,106.794774,2,25.0,AC_HIGH_(22-49kW),False,Lagging
260789,Aeon Mall Tanjung Barat,Jakarta Selatan,ID,Jakarta,-6.305636,106.840534,1,50.0,DC_FAST_(50-149kW),True,Lagging
260788,Hyundai Cilandak,Jakarta Selatan,ID,Jakarta,-6.308144,106.781007,1,7.0,AC_L1_(<7.5kW),False,Lagging
260787,Rest Area KM 10.6 A Jagorawi,Jakarta Timur,ID,Jakarta,-6.340207,106.89065,1,60.0,DC_FAST_(50-149kW),True,Lagging
260728,SPKLU UP3 Gunung Putri,Bogor,ID,Jawa Barat,-6.459078,106.896809,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260727,SPKLU UP3 Gunung Putri,Bogor,ID,Jawa Barat,-6.44178,106.916985,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260726,SPKLU UIP JBB,Depok,ID,Jawa Barat,-6.343766,106.788412,3,25.0,AC_HIGH_(22-49kW),False,Lagging
260725,SPKLU ULP Cimanggis,Depok,ID,Jawa Barat,-6.37573,106.863503,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260724,Hyundai Cibubur,Bekasi,ID,Jawa Barat,-6.37969,106.923013,1,7.0,AC_L1_(<7.5kW),False,Lagging
260723,Hyundai Cimanggis,Depok,ID,Jawa Barat,-6.358729,106.859641,1,7.0,AC_L1_(<7.5kW),False,Lagging
260722,Hyundai Margonda,Depok,ID,Jawa Barat,-6.380846,106.830795,1,7.0,AC_L1_(<7.5kW),False,Lagging
260721,SPKLU ULP Sawangan,Depok,ID,Jawa Barat,-6.412207,106.734798,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260720,SPKLU ULP Depok Kota,Depok,ID,Jawa Barat,-6.395851,106.836791,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260719,SPKLU ULP Cipayung,Bogor,ID,Jawa Barat,-6.650765,106.895833,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260718,SPKLU ULP Leuwiliang,Bogor,ID,Jawa Barat,-6.56435,106.678048,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260717,SPKLU UP3 Depok,Depok,ID,Jawa Barat,-6.418309,106.826698,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260716,SPKLU ULP Citereup,Bogor,ID,Jawa Barat,-6.459034,106.896796,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260714,Hyundai Tajur,Bogor,ID,Jawa Barat,-6.629904,106.824637,1,7.0,AC_L1_(<7.5kW),False,Lagging
260713,SPKLU ULP Cibinong,Bogor,ID,Jawa Barat,-6.476171,106.86371,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260712,SPKLU ULP Bojonggede,Bogor,ID,Jawa Barat,-6.477394,106.803748,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260710,SPKLU ULP Bogor Kota,Bogor,ID,Jawa Barat,-6.595922,106.789547,1,100.0,DC_FAST_(50-149kW),True,Lagging
260709,SPKLU ULP Bogor Barat,Bogor,ID,Jawa Barat,-6.51596,106.756784,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260708,Balai Kota Bogor,Bogor,ID,Jawa Barat,-6.595218,106.793694,1,22.0,AC_HIGH_(22-49kW),False,Lagging
260707,Hyundai Sholeh Iskandar,Bogor,ID,Jawa Barat,-6.54143,106.771514,1,7.0,AC_L1_(<7.5kW),False,Lagging
260706,SPKLU UP3 Bogor,Bogor,ID,Jawa Barat,-6.572098,106.808555,2,200.0,DC_ULTRA_(>=150kW),True,Lagging
210921,Rest Area KM 207A Palikanci,Cirebon,ID,Jawa Barat,-6.775591,108.562948,1,50.0,DC_FAST_(50-149kW),True,Lagging
195384,Shell Antasari,Jakarta Selatan,ID,Jakarta,-6.256409,106.808334,1,50.0,DC_FAST_(50-149kW),True,Lagging
